v_name,v_link,v_img,v_dur,v_num_play,v_time,u_link,u_id,v_id,aid,cid,reply,danmu,favorite,coin,share,like,tname,tag,tag_num
【歌手·当打之年】reaction EP3（下）听天使周深在唱歌！珍惜眼前人，华晨宇的创作总能戳中心窝！毒奶王与预言家的故事又再上演！,https://www.bilibili.com/video/BV1d7411K7Le?from=search,https://i2.hdslb.com/bfs/archive/4ef385aa2711939e5b9e67d54a9fb2991aee3351.jpg@480w_300h_1c.webp,186840,495000,2020-02-27,https://space.bilibili.com/274412048?from=search,274412048,BV1d7411K7Le,91976132,157044206,663,6238,1030,3705,215,8769,综艺,综艺*华晨宇*周深*你要相信这不是最后一天*能解答一切的答案*白举纲*歌手*全能打卡挑战*徐佳莹*萧敬腾,10
华晨宇 | 疯人院&小丑,https://www.bilibili.com/video/BV1FJ41127iB?from=search,https://i2.hdslb.com/bfs/archive/6ac9a2ac264af02c940ca18fc892e37851f28737.jpg@480w_300h_1c.webp,444,237000,2019-11-20,https://space.bilibili.com/247747923?from=search,247747923,BV1FJ41127iB,76398224,130841789,504,989,11876,12699,6775,15157,影视剪辑,华晨宇*疯人院*小丑*Joker*音乐*电影剪辑,6
华晨宇《好想爱这个世界啊》,https://www.bilibili.com/video/BV1nJ411b7fz?from=search,https://i0.hdslb.com/bfs/archive/1b2e04b6055f7dae220f87f373f7548c79d73e36.jpg@480w_300h_1c.webp,256,437000,2020-01-01,https://space.bilibili.com/473563656?from=search,473563656,BV1nJ411b7fz,81538475,139527689,1498,1638,6161,2518,1958,15044,音乐现场,音乐现场*华晨宇*跨年演唱会*抑郁症*花花*治愈*温暖,7
“花 就在火海里 灿烂开着” 治愈系音乐盒版华晨宇《小镇里的花》纯音乐演奏2021火星演唱会新歌,https://www.bilibili.com/video/BV1TL4y1G7td?from=search,https://i1.hdslb.com/bfs/archive/9dd7e7ece83424b420404c7ad55f1df32e1f34a1.jpg@480w_300h_1c.webp,334,11000,2022-02-17,https://space.bilibili.com/432449745?from=search,432449745,BV1TL4y1G7td,851603291,511100298,234,30,855,826,75,1774,演奏,演奏*全能音乐挑战赛*花花*纯音乐*华晨宇*钢琴*音乐*2022新年音乐大作战,8
【华晨宇｜沈腾】《Stay With Me》反炸版，演绎《鬼怪》名场面,https://www.bilibili.com/video/BV18P4y1g7yJ?from=search,https://i0.hdslb.com/bfs/archive/eb8c13418b320d466f7e74109b4112cb6016331d.jpg@480w_300h_1c.webp,177,5091,2022-03-04,https://space.bilibili.com/273083028?from=search,273083028,BV18P4y1g7yJ,894544078,541778197,51,61,208,57,60,654,综艺,王牌对王牌*综艺*华晨宇*沈腾*合唱*歌曲*现场*鬼怪*Stay With Me,9
华晨宇的彩虹屁：真·把人声当乐器在用,https://www.bilibili.com/video/BV1ub41177Hw?from=search,https://i0.hdslb.com/bfs/archive/1aa3f4d0132fcdb3feb920f4bf8a3a0718e123d7.jpg@480w_300h_1c.webp,576,260000,2019-03-22,https://space.bilibili.com/11252239?from=search,11252239,BV1ub41177Hw,47010475,82338462,3923,3916,4089,12926,1775,15268,音乐综合,乐评盘点*华晨宇*乐理*歌曲,4
【高能现场】华晨宇6首神助攻，从头麻到脚的神仙级现场！,https://www.bilibili.com/video/BV11W411z7wH?from=search,https://i2.hdslb.com/bfs/archive/8bd49fb20fe37e036d97bc582c03a9ddb4c27a25.jpg@480w_300h_1c.webp,468,495000,2018-09-24,https://space.bilibili.com/183060742?from=search,183060742,BV11W411z7wH,32392898,56669949,629,3351,9976,2100,1057,6609,音乐现场,翻唱*音乐现场*华晨宇*开口跪*高能*天籁之战*耳机*现场*循环*听歌向*音乐选集,11
【华晨宇】视频无意间倒放了一下，真的有惊艳到,https://www.bilibili.com/video/BV1zu411D7RH?from=search,https://i2.hdslb.com/bfs/archive/d85a73bd62929a482876112dfa39a65fdf7406f6.jpg@480w_300h_1c.webp,11,6025,2022-03-02,https://space.bilibili.com/94471101?from=search,94471101,BV1zu411D7RH,509428604,540218249,30,2,361,24,13,1416,明星综合,华晨宇,1
【华晨宇】最全小花花,https://www.bilibili.com/video/BV1CY411V7Ar?from=search,https://i2.hdslb.com/bfs/archive/c20769e5a712a25814c120d2dac12cda5e696e0b.jpg@480w_300h_1c.webp,28,13000,2022-02-19,https://space.bilibili.com/451504113?from=search,451504113,BV1CY411V7Ar,254139165,512290753,50,41,1084,51,37,2487,明星综合,华晨宇*可爱,2
【华晨宇/七重人格 x 小丑】答应我一定要看到最后！！,https://www.bilibili.com/video/BV1Fa4y1i7iw?from=search,https://i1.hdslb.com/bfs/archive/bd056c99fe0fc158095a0501f428425b4c54b938.jpg@480w_300h_1c.webp,434,258000,2020-05-07,https://space.bilibili.com/255851952?from=search,255851952,BV1Fa4y1i7iw,668032867,187850098,1208,1274,9581,10976,1773,18374,影视剪辑,华晨宇*七重人格*小丑*影视剪辑*bilibili新星计划*MV,6
【11.26】华晨宇新歌《飞行模式》,https://www.bilibili.com/video/BV1rR4y1x7mN?from=search,https://i0.hdslb.com/bfs/archive/ff8de71a12b08d94f3a621eae48ba84708a6490d.jpg@480w_300h_1c.webp,458,87000,2021-11-26,https://space.bilibili.com/22152270?from=search,22152270,BV1rR4y1x7mN,336884082,449598992,801,631,3395,1733,1588,5378,音乐现场,音乐现场*华晨宇*LIVE*飞行模式*华语现场,5
【华晨宇】这首就是被歌手临时换掉的《some body I used to know》，太可惜了。,https://www.bilibili.com/video/BV1kE411Q7aA?from=search,https://i1.hdslb.com/bfs/archive/eb8c312d60d3e8b581831189709292ed94226fa4.jpg@480w_300h_1c.webp,226,377000,2019-10-03,https://space.bilibili.com/335334746?from=search,335334746,BV1kE411Q7aA,69864806,121061612,706,623,15272,4777,1237,13728,粉丝创作,明星*华晨宇*开口跪*歌手2018*HCY148*ET天团*音乐,7
youtube点击破1400万！老外评价华晨宇《易燃易爆炸》翻译中文和港澳台同胞评价！油管花花 歌手 我是歌手 et  音乐 听歌 现场 live 演唱会,https://www.bilibili.com/video/BV1pW411x7QW?from=search,https://i2.hdslb.com/bfs/archive/bb953da8e8ed05e6a2ca0162e1da2d5fdfdd71a5.jpg@480w_300h_1c.webp,446,584000,2018-03-04,https://space.bilibili.com/34028169?from=search,34028169,BV1pW411x7QW,20345600,33243055,1156,1602,1748,481,248,3136,娱乐杂谈,音乐现场*华晨宇*我是歌手*演唱会*歌手*听歌*油管*音乐*youtube*reaction*明星,11
【华晨宇】220121 冬梦之约CUT,https://www.bilibili.com/video/BV1W34y1i7y6?from=search,https://i1.hdslb.com/bfs/archive/73eb0c017b75cf99ca3a991af8207660274df886.jpg@480w_300h_1c.webp,591,31000,2022-01-21,https://space.bilibili.com/192560116?from=search,192560116,BV1W34y1i7y6,808252018,489539142,403,776,1913,675,179,3944,明星综合,华晨宇,1
华晨宇请求杨幂不要再唱歌，惨遭拒绝,https://www.bilibili.com/video/BV1os411j77U?from=search,https://i0.hdslb.com/bfs/archive/bc271024f92793ed37aca8d84e4d4063882a2e2a.jpg@480w_300h_1c.webp,23,600000,2018-06-20,https://space.bilibili.com/23623223?from=search,23623223,BV1os411j77U,25265950,42865696,167,176,1251,111,97,2823,明星综合,华晨宇*杨幂*明星,3
160409 音乐风云榜  动次大次的 EXO KAI`S REACTION TO 华晨宇,https://www.bilibili.com/video/BV1as411z7JC?from=search,https://i2.hdslb.com/bfs/archive/75729a3d3fc91d84bb0d083a6e3f87cc2646ad98.png@480w_300h_1c.webp,169,563000,2016-04-12,https://space.bilibili.com/16389514?from=search,16389514,BV1as411z7JC,4349087,7038678,675,2938,7515,1006,1478,891,娱乐杂谈,明星*华晨宇*EXO*KAI*金钟仁*音乐风云榜*SOOTMEKAI*钟仁向我开枪,8
【华晨宇】2019版音域展示（G2-B5）,https://www.bilibili.com/video/BV14741187GE?from=search,https://i0.hdslb.com/bfs/archive/6204485e3804f71aebec12fa82fe7ec06feac0f9.jpg@480w_300h_1c.webp,91080,150000,2020-02-08,https://space.bilibili.com/192560116?from=search,192560116,BV14741187GE,87427793,149811256,1386,13376,12378,15618,2081,17314,明星综合,明星*华晨宇*音域,3
【华晨宇】青春有你2主题曲《Yes！Ok！》直拍！,https://www.bilibili.com/video/BV1Dg4y1b72Z?from=search,https://i0.hdslb.com/bfs/archive/9458cb8f54d56b7ebc66217980de289b8d3eb1bc.jpg@480w_300h_1c.webp,143,283000,2020-04-04,https://space.bilibili.com/371124614?from=search,371124614,BV1Dg4y1b72Z,837606517,173918441,1527,4156,8611,7188,4018,20821,粉丝创作,明星*舞蹈*华晨宇*花花*混剪*直拍*音乐,7
花花华晨宇来我工作的录音棚录音然而我错过了！含泪弹唱For Forever,https://www.bilibili.com/video/BV1tL411F7gq?from=search,https://i0.hdslb.com/bfs/archive/f65b08e938f80f1842090f749543af5c7ac74c75.jpg@480w_300h_1c.webp,408,31000,2022-01-29,https://space.bilibili.com/178115659?from=search,178115659,BV1tL411F7gq,466022143,495788346,300,319,541,836,164,2930,翻唱,翻唱*音乐*治愈向*华晨宇*VLOG*COVER*吉他弹唱*花花*For Forever*发发爱我*2022新年音乐大作战*新年音乐大作战,12
微博之夜台下明星看华晨宇齐天第三弹,https://www.bilibili.com/video/BV1tt411W7Tn?from=search,https://i1.hdslb.com/bfs/archive/ac33137918e55f6db58e1a22e67e7cf147a5bada.jpg@480w_300h_1c.webp,32,588000,2019-01-13,https://space.bilibili.com/9902864?from=search,9902864,BV1tt411W7Tn,40598373,71301782,237,445,2640,64,338,3002,娱乐杂谈,明星*华晨宇*微博之夜*反应*Reaction,5
『华晨宇』170s心动大挑战！我真的爱死这个男人了！,https://www.bilibili.com/video/BV1qE411F7F4?from=search,https://i2.hdslb.com/bfs/archive/cbdca824c3b1ce74b5a23433498a623fdc4ef2e2.jpg@480w_300h_1c.webp,171,249000,2020-03-22,https://space.bilibili.com/324023157?from=search,324023157,BV1qE411F7F4,98390417,167960807,626,2059,13941,8102,1865,21995,粉丝创作,明星*综艺*华晨宇*全能打卡挑战*娱乐*剪辑,6
华晨宇单纯的被伴娘骗了两次，左立心在滴血一脸崩溃,https://www.bilibili.com/video/BV1Nt411d73u?from=search,https://i1.hdslb.com/bfs/archive/b934b48358dbc001329a29211356e55fdd764713.jpg@480w_300h_1c.webp,32,565000,2018-10-24,https://space.bilibili.com/23623223?from=search,23623223,BV1Nt411d73u,34483840,60409128,170,91,3171,210,180,5104,明星综合,明星*华晨宇*伴郎*婚礼*左立,5
【华晨宇】真假《斗牛》，为什么票数这么大差别，因为现场的听众听的都是真正的《斗牛》,https://www.bilibili.com/video/BV1P7411E7mp?from=search,https://i2.hdslb.com/bfs/archive/df2aecaef0fb937ba14bf3d44f9b4b0a0870d767.jpg@480w_300h_1c.webp,87,387000,2020-02-16,https://space.bilibili.com/372681636?from=search,372681636,BV1P7411E7mp,89399337,152697261,552,1962,6129,3653,5160,15922,音乐综合,华晨宇*斗牛*歌手,3
华晨宇《好想爱这个世界啊》小提琴版本 | Violin,https://www.bilibili.com/video/BV1ha4y147gZ?from=search,https://i1.hdslb.com/bfs/archive/6ee1244553ca24c9cb19009818a783ba10f9eac7.jpg@480w_300h_1c.webp,230,219000,2020-04-29,https://space.bilibili.com/431205710?from=search,431205710,BV1ha4y147gZ,667910607,184536043,1235,939,12767,11997,2496,17914,演奏,演奏*华晨宇*好想爱这个世界啊*小提琴*火星人*华晨宇翻唱*bilibili新星计划*林子安*爱*COVER,10
外国妹子听华晨宇【好想爱这个世界啊】感动哭了,https://www.bilibili.com/video/BV1sJ411X7pF?from=search,https://i2.hdslb.com/bfs/archive/5cc0bbb407a96fc5f98be6ee15de1c465d33aed7.jpg@480w_300h_1c.webp,629,587000,2019-11-27,https://space.bilibili.com/438171444?from=search,438171444,BV1sJ411X7pF,77155167,131969592,130,781,826,90,86,3416,音乐综合,音乐现场*华晨宇*好想爱这个世界啊*花花*reaction*演唱会*外国*反应*火星演唱会*七重人格*疯人院,11
微博之夜台下明星看华晨宇唱齐天第二弹,https://www.bilibili.com/video/BV1pt411W7CL?from=search,https://i2.hdslb.com/bfs/archive/fce161df69f732264da4ba3ce2ed1c2fe868244b.jpg@480w_300h_1c.webp,44,584000,2019-01-12,https://space.bilibili.com/9902864?from=search,9902864,BV1pt411W7CL,40546600,71213010,246,232,2064,94,215,2895,娱乐杂谈,明星*华晨宇*微博之夜*反应*Reaction,5
若与神对话.....神树【毁灭你，与你有何相干】 全网从未有过的别样角度 华晨宇,https://www.bilibili.com/video/BV1zE411V7be?from=search,https://i0.hdslb.com/bfs/archive/4fb0e979c71696caa0444bf6970be3f29dfdf77e.jpg@480w_300h_1c.webp,315,255000,2020-03-15,https://space.bilibili.com/31798775?from=search,31798775,BV1zE411V7be,96189730,164199803,537,1199,13205,7398,988,23019,影视剪辑,GMV*华晨宇*神树*三体*克苏鲁*宇宙*音乐*电影剪辑*末世*高能*神圣*奇幻,12
华晨宇《山海》踩点向剪辑——古今多少事，都付笑谈中,https://www.bilibili.com/video/BV1fx411o7mN?from=search,https://i1.hdslb.com/bfs/archive/fe0fa6670669192775bd667c34a7f79c9571ea75.jpg@480w_300h_1c.webp,308,219000,2019-06-25,https://space.bilibili.com/239766140?from=search,239766140,BV1fx411o7mN,56817990,99245882,525,804,11086,13499,1496,16147,音乐综合,华晨宇*花花*山海*武侠*九州飘渺录*音乐*高音质*草东没有派对,8
周震南|王一博|华晨宇 听～那是采访记者哭泣的声音～,https://www.bilibili.com/video/BV1CA411b7nP?from=search,https://i1.hdslb.com/bfs/archive/eb4d5982d8b54d210e6b5c5ead7366b78733d2ae.jpg@480w_300h_1c.webp,107,330000,2020-04-20,https://space.bilibili.com/324023157?from=search,324023157,BV1CA411b7nP,327869919,180807700,466,6589,4764,643,1177,29890,明星综合,明星*王一博*华晨宇*周震南*娱乐*搞笑,6
张碧晨凶华晨宇：赶紧给女儿买玩具！随后华晨宇的回应，复合有望,https://www.bilibili.com/video/BV1n3411j7Rx?from=search,https://i0.hdslb.com/bfs/archive/dd3abca0261476627ca26291a50632b1c24eccfc.jpg@480w_300h_1c.webp,71,27000,2022-02-24,https://space.bilibili.com/1444509440?from=search,1444509440,BV1n3411j7Rx,424374976,515739594,15,6,6,0,5,81,明星综合,明星*情感*剪辑*八卦,4
华晨宇真的有粉丝说的那么牛逼吗？这个视频告诉你真相！【音域F2-A#5】,https://www.bilibili.com/video/BV1BJ411E7JF?from=search,https://i0.hdslb.com/bfs/archive/79bc3deee1244fa7a5ea2bcc88691dcc4d13758c.jpg@480w_300h_1c.webp,754,259000,2020-01-17,https://space.bilibili.com/27201348?from=search,27201348,BV1BJ411E7JF,83836505,143429942,1818,7232,10438,8834,1566,18128,音乐现场,音乐现场*华晨宇*我是歌手*花花*好想爱这个世界啊*华语现场*唱功*音域*高音*咽音,10
【大制作】燃爆！华晨宇live版《山海》架子鼓翻奏【生日作】,https://www.bilibili.com/video/BV1Ct4y1m7hi?from=search,https://i2.hdslb.com/bfs/archive/93cee059270e40c6a80286d1db466f01a1b92e87.jpg@480w_300h_1c.webp,348,276000,2020-03-31,https://space.bilibili.com/37349250?from=search,37349250,BV1Ct4y1m7hi,625019596,171873358,923,2292,4992,10157,700,18863,演奏,演奏*山海*全民音乐UP主*COVER*音乐*自制*独奏,7
【华晨宇】神仙唱歌后传,https://www.bilibili.com/video/BV1Ap411d7fH?from=search,https://i2.hdslb.com/bfs/archive/fd1b9c1157e66bbfc32eede2f101ef1a43882ed7.png@480w_300h_1c.webp,15619,339000,2018-05-28,https://space.bilibili.com/11229887?from=search,11229887,BV1Ap411d7fH,24034784,40245840,602,22540,17097,5248,1196,8408,综艺,综艺*华晨宇*改编*明星,4
四小时高甜必码！华晨宇：还离婚吗？ET:不离！！五年演唱会聊天互动告白合集,https://www.bilibili.com/video/BV13b411u7Ni?from=search,https://i0.hdslb.com/bfs/archive/91391e6bc8bff35e3afe5be5d3c942f35e3b4cca.jpg@480w_300h_1c.webp,16910,242000,2019-04-07,https://space.bilibili.com/409616239?from=search,409616239,BV13b411u7Ni,48574242,85044852,657,14783,21140,8358,1766,13534,粉丝创作,明星*华晨宇*花花*华晨宇演唱会*告白*歌手*音乐*娱乐,8
国外歌手抄袭华晨宇歌曲，花花演唱的版本秒杀抄袭者，真给华语原唱歌手长脸啊！,https://www.bilibili.com/video/BV1Mb411t717?from=search,https://i0.hdslb.com/bfs/archive/4b9aed4174577884496b557ab79b3a5d78572efd.jpg@480w_300h_1c.webp,424,513000,2019-03-26,https://space.bilibili.com/354319472?from=search,354319472,BV1Mb411t717,47354106,82931969,1024,3536,2577,1424,314,6077,音乐综合,华晨宇*开口跪*燃曲*音乐选集*抄袭*精选歌单,6
【华晨宇】2019火星演唱会11月17日场次全程多机位饭拍剪辑,https://www.bilibili.com/video/BV1e64y127mc?from=search,https://i1.hdslb.com/bfs/archive/834b71080c83e83afadb724fd8b6d45a42a85742.jpg@480w_300h_1c.webp,21924,155000,2021-05-04,https://space.bilibili.com/192560116?from=search,192560116,BV1e64y127mc,757971250,333471362,1514,15391,9755,11959,1752,10753,音乐现场,音乐现场*华晨宇*演唱会*LIVE*现场*海口*音乐*饭制剪辑*多机位,9
【华晨宇】当华晨宇接到原唱们的电话时……｜第二弹,https://www.bilibili.com/video/BV1ji4y1479g?from=search,https://i0.hdslb.com/bfs/archive/b3f77ced3e45295e2c9412cac99859f59194535e.jpg@480w_300h_1c.webp,113,243000,2020-05-14,https://space.bilibili.com/2104013?from=search,2104013,BV1ji4y1479g,540647017,190931872,386,1885,7443,7830,901,24603,明星综合,明星*华晨宇*全能打卡挑战*派大星接电话*音乐*搞笑,6
[派大星接电话×华晨宇]没有我华晨宇挂不断的电话,https://www.bilibili.com/video/BV1pE411x7gc?from=search,https://i2.hdslb.com/bfs/archive/81c12a2cbb2de9197390822dc323953dfc635cc3.jpg@480w_300h_1c.webp,89,235000,2020-03-05,https://space.bilibili.com/432842388?from=search,432842388,BV1pE411x7gc,93755838,160072786,571,1680,11610,7044,2081,24419,明星综合,明星*华晨宇*花花*ET*沙雕*搞笑,6
【华晨宇】 留学生第一次看华晨宇《一人饮酒醉》 被帅弯 reaction！！,https://www.bilibili.com/video/BV1bW411t7kU?from=search,https://i0.hdslb.com/bfs/archive/c7f83bd003888d2992b9286c025624a572f5564e.png@480w_300h_1c.webp,270,527000,2017-12-25,https://space.bilibili.com/13600796?from=search,13600796,BV1bW411t7kU,17616330,28756772,799,1858,3244,1277,966,3627,娱乐杂谈,明星*华晨宇*开口跪*灵魂歌手*男声*一人我饮酒醉,6
华晨宇上《歌手》唱《齐天》，结石姐在后台居然这个样子,https://www.bilibili.com/video/BV1eW411J7Q1?from=search,https://i0.hdslb.com/bfs/archive/fab6a87ef1c36da6c0bdcb04e5b20621a17c53e7.jpg@480w_300h_1c.webp,43,573000,2018-02-05,https://space.bilibili.com/19660303?from=search,19660303,BV1eW411J7Q1,19185495,31290295,276,287,1694,210,523,1530,明星综合,华晨宇*结石姐*歌手*明星,4
【华晨宇/燃向踩点】“不好意思，爷玩摇滚”,https://www.bilibili.com/video/BV1QZ4y1P7sG?from=search,https://i1.hdslb.com/bfs/archive/8e2cf3b64f99fafa72863a07ac70dc38a738ff83.jpg@480w_300h_1c.webp,166,252000,2020-09-07,https://space.bilibili.com/12400935?from=search,12400935,BV1QZ4y1P7sG,372011743,232966676,773,1370,12263,9150,1264,17676,粉丝创作,明星*华晨宇*混剪*高燃*HCY148*踩点*燃,7
【双声道混音 BTS & 华晨宇】看完不泪目算我输——We are bulletproof：the Eternal & 好想爱这个世界啊,https://www.bilibili.com/video/BV1JE411x7nD?from=search,https://i0.hdslb.com/bfs/archive/bf090334ec811add9444ed780a0987235b719f24.jpg@480w_300h_1c.webp,292,199000,2020-03-05,https://space.bilibili.com/12067612?from=search,12067612,BV1JE411x7nD,93781174,161964872,1442,1681,16847,10626,5336,16524,音乐综合,明星*华晨宇*防弹少年团*金泰亨*田柾国*朴智旻*金南俊*郑号锡*金硕珍*闵玧其*全民音乐UP主,11
【音域】天 边 海 鸥 华 晨 宇 ！芜 湖 起 飞！！！,https://www.bilibili.com/video/BV17T4y1y7dZ?from=search,https://i2.hdslb.com/bfs/archive/e5c30121eec1775ee3ea0d2c3018265d5225e9d1.jpg@480w_300h_1c.webp,570,13000,2022-01-27,https://space.bilibili.com/81131090?from=search,81131090,BV17T4y1y7dZ,935969723,493844067,215,330,906,1171,80,1654,音乐综合,音乐现场*华晨宇*LIVE*音乐*歌曲*高音*华语现场,7
王牌家族一起为花花华晨宇过生日啦,https://www.bilibili.com/video/BV1E741187Tu?from=search,https://i1.hdslb.com/bfs/archive/de6e9f39fb79d70412ba4fe65a19e3a0f145d542.jpg@480w_300h_1c.webp,251,176000,2020-02-07,https://space.bilibili.com/504672822?from=search,504672822,BV1E741187Tu,87398244,149333648,2729,5455,7976,13912,1177,17653,综艺,王牌对王牌*综艺*华晨宇*真人秀*张若昀*王牌*沈腾*刘哲尔*王牌对王牌 第五季*贾玲*中国大陆*关晓彤*管乐*自己*张新成*吴宇恒*陆宇鹏,17
